	BIGG	RHEA	EC-number
0	ADPGLC	10412	3.6.1.13
0	ADPMAN		3.6.1.21
0	ADSELK	24152	2.7.1.25
0	AGLPC	36179	
0	AGTim	24248	2.6.1.44
0	AGTix	24248	2.6.1.44
0	ALAt2rL	29443	
0	ALDD19x_P	19105	1.2.1.19
0	ALOX15	16869	1.13.11.33
0	ALOX5	32307	1.13.11.34
0	ALOX52	32307	1.13.11.34
0	AMCOXO		1.5.1.-
0	APAT2rm	30699	2.6.1.19
0	ARGDCm	17641	4.1.1.19
0	ASNNm	21016	3.5.1.1
0	ASPNATm	14165	2.3.1.17
0	ATP1ter	34999	2.7.4.6
0	ATPH2e		3.1.3
0	ATPS4m		3.6.3.14
0	BAAT5x	49784	2.3.1.65
0	BBHOX	24028	1.14.11.1
0	BCDO	32887	1.13.11.63
0	BPNT2	10040	3.1.3.7
0	BTNDe	13081	3.5.1.12
0	BTNDm	13081	3.5.1.12
0	BTNtn	28458	
0	BZtr	32811	
0	C2M26DCOAHLm	16105	4.2.1.17
0	C2M26DCOAHLx	16105	4.2.1.17
0	CATm	20309	1.11.1.21
0	CBL2OR		1.16.1.3
0	CBPSam	18029	6.3.4.16
0	CBR1	11636	1.1.1.197
0	CEPTE	32943	2.7.8.1
0	CH25H	46132	
0	CHLP	10492	3.1.3.75
0	CHOLATEt3	50048	
0	CHOLtg	32751	
0	CHOLtn	32751	
0	CHOLtu	32751	
0	CHSTEROLt	39051	
0	CHSTEROLt3	39747	
0	CKc	17157	2.7.3.2
0	CMPSASn	11344	2.7.7.43
0	CORE4GTg	56188	2.4.1.148
0	CPCTDTX	18997	2.7.7.15
0	CYANSTm	16881	2.8.1.1
0	CYSTAm	17441	2.6.1.1
0	CYStec	29655	
0	CYTK2n	25094	2.7.4.13
0	DADAe	28190	3.5.4.4
0	DADNK	23452	2.7.1.145
0	DAG_HSter	39723	
0	DAGt	39723	
0	DALAOXx	22688	1.4.3.19
0	DALAt2rL	28903	
0	DARGOp	21816	1.4.3.3
0	DASPO1p	12512	1.4.3.1
0	DCK2n	46036	2.7.1.74
0	DCYTDn	13433	3.5.4.5
0	DDPGAm	18169	4.1.3.16
0	DGNSKm	19201	2.7.1.113
0	DHCR72r	23984	1.3.1.21
0	DHEASULT	51216	2.8.2.15
0	DHPM2	37335	3.5.2.2
0	DMGDHm	22496	
0	DNADDP	11800	3.6.1.22
0	DORNOp	21816	1.4.3.3
0	DPCOAPP	10248	3.6.1.9
0	DPGase	21904	
0	DPMVDx	23732	4.1.1.33
0	DURIK1m	28206	2.7.1.145
0	DUTPDPm	10248	3.6.1.-
0	DUTPDPn	10248	3.6.1.-
0	ECGISOr		5.1.-.-
0	ECOAH1m	26558	4.2.1.150
0	ECOAH1x	26558	4.2.1.150
0	EGMESTr		3.1.1.-
0	EPCTX	24592	2.7.7.14
0	ETHP	16089	3.1.3.75
0	F1PGT	13549	2.7.7.30
0	FACOAL1832	44936	6.2.1.3
0	FACOAL204	19713	6.2.1.15
0	FACOAL40im	48340	6.2.1.2
0	FADDP	13889	3.6.1.18
0	FBA4	19689	4.1.2.19
0	FCOAH	19741	3.1.2.10
0	FE3R2e	15849	
0	FUT12g	32175	2.4.1.69
0	G5SDym	19541	1.2.1.41
0	GACMTRc	10656	2.1.1.2
0	GALT2g	11780	2.4.1.134
0	GALt1r	34915	
0	GHMT3		4.1.2.-
0	GK1m	20780	2.7.4.8
0	GLACOm	16185	1.2.1.3
0	GLNLASEer	42516	3.1.1.17
0	GLRASE	18925	1.1.1.20
0	GLUNm	15889	1.4.1.13
0	GLXtm	29723	
0	GLYCTO1p	25311	1.1.3.15
0	GLYCtm	29675	
0	GLYOp	11532	1.4.3.19
0	GLYt2rL	28899	
0	GNDer	10116	1.1.1.351
0	GNMT	19937	2.1.1.156
0	GRTTx	19361	2.5.1.10
0	GSNKm	27710	2.7.1.73
0	GTHRDt	29787	
0	GTPCIn	17473	3.5.4.16
0	H2O2syn	11260	1.6.3.1
0	H2Otg	29667	
0	HACD1x	30799	1.1.1.35
0	HACD9m	13281	1.1.1.178
0	HAtly		3.2.1.35
0	HDCAter	45256	
0	HISDC	20840	4.1.1.22
0	HISTASE	25625	1.4.3.22
0	HPYRDCm	20561	4.1.1.40
0	HSD11B1r	11388	1.1.1.146
0	HSD17B2r	14929	1.1.1.51
0	HSD17B7r	24616	1.1.1.51
0	HSD17B8r	24612	1.1.1.51
0	HSD3B11	14709	5.3.3.1
0	HSD3B7P	11896	1.1.1.181
0	Htg	34979	
0	Htm	34979	
0	Htr	34979	
0	IDHPOXOX4	23336	1.11.1.8
0	IDHPOXOXb	23336	1.11.1.8
0	IMACTD_m	31059	1.2.1.3
0	INOSTO	23696	1.13.99.1
0	IPDDIx	23284	5.3.3.2
0	Kt3g	29467	
0	L_LACtcm	34987	
0	LCADi_Dm	22276	1.2.1.23
0	LCYSTAT	21824	2.6.1.1
0	LCYSTATm	21824	2.6.1.1
0	LFORKYNHYD	16813	3.7.1.3
0	LNSTLSr	14621	5.4.99.7
0	LPCOXp	11992	1.5.3.7
0	LSTO2r		1.14.21.6
0	LTC4Sr	17617	4.4.1.20
0	LYSOXp	14437	1.4.3.14
0	MALTe		3.2.1.20
0	MALTt1r	33171	
0	MELATN23DOX	14189	1.13.11.52
0	MEOHtly	34871	
0	MGCHrm	21536	4.2.1.18
0	MI134PP	15553	3.1.3.57
0	MLTG1e		3.2.1.20
0	MMMm	22888	5.4.99.2
0	MMTSADm	22988	1.2.1.18
0	NADPN	16301	3.2.2.6
0	NAt3_1g	29419	
0	NAtx	34963	
0	NDP6	22636	3.6.1.12
0	NDP7er	15017	3.1.3.2
0	NDP7ex	15017	3.1.3.2
0	NDP7g	15017	3.1.3.2
0	NDP8	10248	3.6.1.23
0	NDPK10m	30939	2.7.4.6
0	NDPK1m	27686	2.7.4.6
0	NDPK3m	25237	2.7.4.6
0	NDPK4n	27682	2.7.4.6
0	NDPK6m	28582	2.7.4.6
0	NDPK7n	27678	2.7.4.6
0	NDPK8n	27674	2.7.4.6
0	NMNATn	21360	2.7.7.1
0	NOS1	19897	1.14.13.39
0	NOS2	19897	1.14.13.39
0	NP1	13233	2.4.2.1
0	NS26Tg		2.4.99.3
0	NT5C	30935	3.1.3.-
0	NTD2e	29359	3.1.3.5
0	NTD2m	29359	3.1.3.5
0	NTD3l	29363	3.1.3.5
0	NTD5l	11080	3.1.3.35
0	NTD7e	29375	3.1.3.5
0	OIVD2m	13997	1.2.1.25
0	OIVD3m	30907	1.2.1
0	P45021A2r		1.14.13
0	P45027A13m		1.14.13.15
0	P45027A1m		1.14.13.15
0	P4507A1r		1.14.13.17
0	P4507B12r		1.14.13.17
0	P5CRm	14109	1.5.1.2
0	PAFH	17777	1.5.1.2
0	PAFS	18461	1.5.1.2
0	PAN4PP		3.1.3.-
0	PCm	20844	6.4.1.1
0	PGDIr	10600	5.3.99.2
0	PGESr	12893	5.3.99.3
0	PGISr	23580	5.3.99.4
0	PGLer	12556	3.1.1.31
0	PHACCOAGLNAC	21844	2.3.1.14
0	PHYHx	16065	1.14.11.18
0	PLA2	36231	
0	PMI12346PHn	22384	3.6.1.52
0	PNTKm	16373	2.7.1.33
0	PPA2m	14157	3.6.1.25
0	PPCOACm	23720	6.4.1.3
0	PPD2CSPp	31067	
0	PPDOy		1.1.1
0	PRGNLONESULT	22552	2.8.2.2
0	PRO1x	14105	1.5.1.2
0	PROD2m	26124	1.5.-.-
0	PROt2rL	28963	
0	PTE5x		3.1.2.-
0	PYDAMtr	28466	
0	PYDXNtr	28470	
0	PYDXtr	28462	
0	PYLALDOX	16185	1.2.1.3
0	PYLALDOXm	16185	1.2.1.3
0	RADH	42080	1.2.1.36
0	RAHY	17149	1.14.14.1
0	RDH2a		1.1.1.-
0	RDH3a		1.1.1.-
0	RETI1		5.2.1.7
0	RTOTAL2t	38879	
0	RTOTAL3t	38879	
0	RTOTALt	38879	
0	SACCD4m	10020	1.5.1.10
0	SALMCOM	17877	2.1.1.6
0	SALMCOM2	17877	2.1.1.6
0	SAMHISTA	19301	2.1.1.8
0	SBPP3er	27429	3.1.3.4
0	SEAHCYSHYD		3.3.1.1
0	SELADT	18133	2.7.7.4
0	SELCYSTS	10112	4.2.1.22
0	SERtp	35031	
0	SGPL11r	18593	4.1.2.27
0	SLDxm	28194	1.1.1.310
0	SO4tl	34983	
0	SPH1Pte	38671	
0	SPHK21c	15465	2.7.1.91
0	SPODMm	20696	1.15.1.1
0	SPRn	24738	1.1.1.153
0	SQLSr	32295	2.5.1.21
0	SRTN23OX	14189	1.13.11.52
0	ST3GAL61g		2.4.99.10
0	T2M26DCOAHLx	16105	4.2.1.17
0	THD1m	47992#1	1.6.1.2
0	THMTP	11744	3.6.1.28
0	TMABADH	17985	1.2.1.47
0	TMDK1m	19129	2.7.1.145
0	TMLYSOX	14181	1.14.11.8
0	TYRDOPO3	18117	1.14.18.1
0	TYROXDAc	30591	1.4.3.21
0	UAGALDP	34363	2.7.7.83
0	UDPG1P	29559	
0	UDPGLDCg	23916	4.1.1.35
0	UDPGP	29555	3.6.1.45
0	UGALGTg	12404	2.4.1.22
0	UMPtr	27926	
0	UREAt5	32799	
0	UROLACer	13337	3.1.1.19
0	VALt4	29267	
0	VLCS2p	22976	6.2.1.7
0	VLCS2r	22976	6.2.1.7
0	VLCSr	22976	6.2.1.7
0	XANDp	16669	1.17.1.4
0	XAOx	21132	1.17.3.2
0	XYLUR	17025	1.1.1.10
0	ADOCBIAH	23504	3.5.1.90
0	AHGDx	12873	1.1.1.272
0	AHXDH	21364	3.5.1.46
0	AKGCAL		4.1.3
0	ALCD20y	21792	1.1.1.80
0	CBIabc		3.6.3.33
0	CD2abc1	12132#1	3.6.3.3
0	CD2abc2	12132#2	3.6.3.46
0	CH2ACH	32303	4.2.1.114
0	CH3ACH	32303	4.2.1.114
0	COBS		2.7.1.-
0	DAPDH	32255	
0	DMAMT	18773	2.1.1.247
0	GF4GL_0	30555	6.3.2.31
0	GF4GL_1	30523	6.3.2.34
0	GLUTRS_Gln	18397	6.1.1.24
0	HSPMS	18645	2.5.1.44
0	LPPGS	30519	2.7.7.68
0	NTP6	23680	3.6.1.15
0	NTRIR2y	24632	1.7.1.4
0	NaKt_1	18353#1	3.6.3.9
0	PPA_1	24576	3.6.1.1
0	PRPPP		3.6.1
0	RH2CD	32303	4.2.1.114
0	RH3CD	32303	4.2.1.114
0	SLDy	12873	1.1.1.272
0	TMAMT	18773	2.1.1.247
0	ADAPAT	25315	2.6.1.-
0	AROH	12536	4.2.1.51
0	ASNTRAT	14513	6.3.5.6
0	ASPTRS_Asn		6.1.1
0	CEPA	19493	2.4.1.20
0	CRTNh	14533	3.5.2.10
0	DAPDA	20405	3.5.1.47
0	DHDPRx_r		1.3.1.26
0	DHORD_NAD	13513	1.3.1.14
0	FPGS_tm	10580	6.3.2.17
0	GalMr	10264	5.1.3.3
0	Kt1	29463	
0	NADHPO	18509	1.11.1.1
0	PFK_ppi	13613	2.7.1.90
0	SPTc	22852	2.6.1.51
0	SULFDH	36595	1.8.1.18
0	THPAT	13085	2.3.1.-
0	TMDS3	29043	2.1.1.148
0	ASP4DC	12621	4.1.1.12
0	ASPR	14973	5.1.1.13
0	CLt3r_2	29567	
0	ICDHx	11900	1.1.1.286
0	MDDCP2ex		3.4.16.4
0	MDDCP3ex		3.4.16.4
0	DM_na1_c	34963	
0	DM_na1_x	34963	
0	4ABUTth	35035	
0	4ABUTthi	28915	
0	ACSERthi	29659	
0	ACth	27814	
0	CYSth	29655	
0	ETOHth	35267	
0	FA180h	39807	
0	GLUNA1th	29031	
0	GLYC3Pth	34967	
0	GLYCLTth	29447	
0	GLYth	28899	
0	NA1ATPaseh	14633#1	3.6.3.15
0	NA1Hth	29419	
0	NA1th	34963	
0	TSULth	29871#2	3.6.3.25
0	TYRth	28875	
0	SELTt	34891	
0	TSULt	32807	
0	OAAtf	16021	5.3.2.2
0	H2Otf	29667	
0	PItf	29939	
0	CITx	33183	
0	ALANA1tx	29283	
0	GLYtx	28899	
0	4ABUTtmi	28915	
0	ACSERtmi	29659	
0	ALANA1tm	29283	
0	ALAtm	29443	
0	ARG_Ltm	32143	
0	GLYCLTtm	29447	
0	NA1Htm	29419	
0	PTRCtmi	28891	
0	SELTtm	34891	
0	TSULtm	29871#2	3.6.3.25
0	SO4tn	34983	
0	H2Othu	29667	
0	Htu	34979	
0	MG2tu	29827	
0	ASPSE	21016	3.5.1.1
0	AAPT	20153	2.7.1.46
0	GF6PTA_1	13237	2.6.1.16
0	UDPGALOR		1.1.1.-
0	UMPU		2.7.7.37
0	AABHH		3.4.13.18
0	G5DHx	19541	1.2.1.41
0	ARGSS_1	10932	6.3.4.5
0	OCT	19513	2.1.3.3
0	ASAPT	19973	2.5.1.16
0	BADP	59360	3.4.13.20
0	CHLSTD78I	15281	5.3.3.5
0	CHLSTI_1	15281	5.3.3.5
0	CHLSTR	13685	1.3.1.72
0	CMK	18437	2.7.1.148
0	CYEUOLCYCI	22800	5.5.1.9
0	DDSMSTOLR	13685	1.3.1.72
0	DXRI	13717	1.1.1.267
0	DXS	12605	2.2.1.7
0	FPPSh	19361	2.5.1.10
0	GGDR	26229	1.3.1.83
0	GPPSh	22408	2.5.1.1
0	HDS		1.17.4.3
0	HPT	37975	2.5.1.115
0	IDS1		1.17.1.2
0	LTHSTRLOR		1.14.21.6
0	MERGTROLR	18561	1.3.1.70
0	MPQMT	37979	2.1.1.295
0	OBFOOLOR	14917	1.14.13.70
0	PSPPS	22672	2.5.1.103
0	SS	22232	1.3.1.96
0	TCYG	37983	5.5.1.24
0	TMTD	37991	2.1.1.95
0	COA1819ZD9DS	19721	1.14.19.1
0	FACOAE1829Z12Z	40143	3.1.2
0	FACOAE1839Z12Z15Z	16645	3.1.2.2
0	HBNOx	20521	1.1.1.30
0	SSNOh	13217	1.2.1.16
0	GAPDH_nadp_hi	10296	1.2.1.13
0	HCO3Ehi	10748	4.2.1.1
0	MDH_nadp_hi	10824	1.1.1.299
0	PRUK_1	19365	2.7.1.19
0	SBP_1	17461	3.1.3.11
0	MDHC_nadp_hr	18253	1.1.1.40
0	ANXANASCOR	21800	1.23.5.1
0	CHYA1		1.14.99
0	CHYA2		1.14.99
0	CXHY		1.14.99.45
0	LCYB	32239	5.5.1.19
0	LCYD	53124	5.5.1.18
0	LCYE	53124	5.5.1.18
0	LCYG	32219	5.5.1.19
0	NEOXANS	10128	5.3.99.9
0	VIOXANOR	15353	1.23.5.1
0	ZAXANOR		1.14.13.90
0	ZHY		1.14.99.45
0	3SPYRSPh		3.13.1
0	3SPYRSPm_1		3.13.1
0	ACSERSULL	30891	2.5.1.47
0	ACSERSULLh	30891	2.5.1.47
0	SHSL1h	20397	2.5.1.48
0	AATG	21824	2.6.1.1
0	AATGm	21824	2.6.1.1
0	CTINBL	24927	4.4.1.1
0	CYSATm	17441	2.6.1.1
0	CYSAT	17441	2.6.1.1
0	CYSDO	20441	1.13.11.20
0	CYSS_1	14829	2.5.1.47
0	CYSTBL	24931	4.4.1.1
0	DDMCITALOR	26414	1.4.3.4
0	DMCITALOR	26414	1.4.3.4
0	LIDOAMH	21164	3.1.1.1
0	56DH5FLURAAMH	16121	3.5.2.2
0	6MPURPRT	17973	2.4.2.8
0	6TINS5MPOR	11708	1.1.1.205
0	6TXAN5MPAML	11680	6.3.5.2
0	AFLBURPPAAMH	11184	3.5.1.6
0	3HAD100_1		2.3.1.-
0	3HAD140_1		2.3.1.-
0	3HAD160_1		2.3.1.-
0	3HAD40_1		2.3.1.-
0	3HAD80_1		2.3.1.-
0	3OAR140_1	17397	1.1.1.100
0	3OAR160_1	17397	1.1.1.100
0	3OAR180_1	17397	1.1.1.100
0	3OAR40_1	17397	1.1.1.100
0	3OAR80_1	17397	1.1.1.100
0	3OAS100_1	22896	2.3.1.86
0	3OAS140_1	22896	2.3.1.86
0	3OAS180_1	22836	2.3.1.41
0	3OAS60_1	22896	2.3.1.86
0	3OAS80_1	22896	2.3.1.86
0	ACCOAC_1	11308	6.4.1.2
0	EAR100x_1		2.3.1.-
0	EAR100y_1	22896	2.3.1.86
0	EAR120x_1		2.3.1.-
0	EAR140x_1		2.3.1.-
0	EAR160x_1	10240	1.3.1.9
0	EAR40x_1		2.3.1.-
0	EAR60x_1		2.3.1.-
0	EAR80x_1		2.3.1.-
0	FA120ACPHi_1	30119	3.1.2.21
0	FA160ACPHi_1	15057	3.1.2.14
0	FA161ACPHi_1	15057	3.1.2.14
0	FA180ACPHi	15057	3.1.2.14
0	FA80ACPHi_1	30119	3.1.2.21
0	MCOATA_1		2.3.1.-
0	ACACT2m	31111	2.3.1.16
0	ACACT7m	18161	2.3.1.155
0	ACOAR2m	22460	1.3.1.8
0	ACOAR4m	22460	1.3.1.8
0	ACOAR6m	44968	1.3.1.38
0	ACOAR7m	36143	1.3.1.38
0	ECOAH3m	31199	4.2.1.17
0	ECOAH4m	31191	4.2.1.17
0	ECOAH5m	31075	4.2.1.17
0	ECOAH6m	31171	4.2.1.17
0	HACD2m	31143	1.1.1.211
0	HACD3m	31195	1.1.1.211
0	HACD6m	31167	1.1.1.211
0	ACACT3	21036	2.3.1.9
0	ACOA160OR	30747	1.3.3.6
0	ACOA60OR		1.3.99.3
0	ACOA80OR	30943	1.3.3.6
0	ECOAH2_1	30547	4.2.1.17
0	HACD3_1	31195	1.1.1.211
0	DHFOR	15009	1.5.1.3
0	DNTPPA_1	25302	3.6.1.67
0	FOLD3_1	19949	2.5.1.15
0	THFGLUH		3.4.17.11
0	THFGLUS_1	10580	6.3.2.17
0	THFOR1	15009	1.5.1.3
0	THFOR2	15009	1.5.1.3
0	AF1PT	18145	2.7.1.3
0	AGAKI	22604	5.3.1.7
0	BFBP	11064	3.1.3.11
0	BFBPh	11064	3.1.3.11
0	FBPPH	17289	3.1.3.46
0	MPAKI	12356	5.3.1.8
0	AGMIS	20161	2.4.1.82
0	EMGH	21112	3.2.1.22
0	GALKh	13553	2.7.1.6
0	GALO	24160	1.1.3.9
0	LCGH	10076	3.2.1.108
0	MGHB	21112	3.2.1.22
0	MTGH	21112	3.2.1.22
0	SYGH	21112	3.2.1.22
0	ARGDh	17785	4.1.1.15
0	GDR_nadp_h	11740	1.8.1.7
0	GDRh	11740	1.8.1.7
0	GLUS_ferr	12128	1.4.7.1
0	GCL	13285	6.3.2.2
0	AGPAT160h	19709	2.3.1.51
0	G3PAT160_1	15325	2.3.1.15
0	G3PAT160h	15325	2.3.1.15
0	G3PAT180h	15325	2.3.1.15
0	G3PAT181h	15325	2.3.1.15
0	PAPA160h	27429	3.1.3.4
0	UDPSQS	13197	3.13.1.1
0	G3PO	18369	1.1.3.21
0	SERDC	45824	4.1.1
0	AOBUTDxs	25653	1.1.1.381
0	GLYCDH_1	17905	1.1.1.26
0	PGLYDH	12641	1.1.1.95
0	PSAT	14329	2.6.1.52
0	SGAT	19125	2.6.1.45
0	THRAL	19169	4.3.1.15
0	ASADH	24284	1.2.1.11
0	HSDH	15761	1.1.1.3
0	A1E	10264	5.1.3.3
0	ENOf	10164	4.2.1.11
0	FBAh	14729	4.1.2.13
0	G6PI_1	16249	5.1.3.15
0	GAPDHh	10300	1.2.1.12
0	PFKh	16109	2.7.1.11
0	PGCM	23536	5.4.2.2
0	PGIAh	11816	5.3.1.9
0	PGMf	15901	5.4.2.1
0	PGMm	15901	5.4.2.1
0	PDHam2hi	19189	1.2.4.1
0	PDHam2mi	19189	1.2.4.1
0	PDHe2hr	17017	2.3.1.12
0	PDHe2r	17017	2.3.1.12
0	PGKf	14801	2.7.2.3
0	PGKh	14801	2.7.2.3
0	PYKf	18157	2.7.1.40
0	TPIh	18585	5.3.1.1
0	PDCm	11628	4.1.1.1
0	FORAMDx	21948	3.5.1.49
0	HOXPRm	18845	1.1.1
0	ICL_1	13245	4.1.3.1
0	MALSh	18181	2.3.3.9
0	MALSm	18181	2.3.3.9
0	AO	25625	1.4.3.22
0	AOOAh	23744	2.6.1.9
0	HDH	20641	1.1.1.23
0	HDHh	20641	1.1.1.23
0	HP	14465	3.1.3.15
0	IGPDh	11040	4.2.1.19
0	IMGPSh	24793	2.4.2.-
0	PRADPh	22828	3.6.1.31
0	IBPHn	17193	3.1.3.66
0	MIHKPP	20960	3.1.3.26
0	LLOX13	22780	1.13.11.12
0	ACRS	18769	3.1.3.77
0	AHSL	30931	2.5.1.48
0	CBL	13965	4.4.1.8
0	CYSTS_1		2.5.1
0	MATm	21080	2.5.1.6
0	UDPDOLPT	15401	2.4.1.117
0	ANNAT	21360	2.7.7.1
0	ANNATn	21360	2.7.7.1
0	NAPT	16149	2.4.2.12
0	NNOR	11692	1.6.1.1
0	CPS	10624	6.3.4.16
0	URCBm	20896	6.3.4.6
0	URCN_1	13101	4.2.1.49
0	FPGFTh	15053	2.1.2.2
0	FPGFTm	15053	2.1.2.2
0	FTAL	22736	4.3.1.4
0	IDPh	24576	3.6.1.1
0	IDPm	24576	3.6.1.1
0	NADHOR	29107	
0	2DHPFALDL	23276	2.1.2.11
0	ACPS1_1	12068	2.7.8.7
0	APPAT	19801	2.7.7.3
0	PNORn	16233	1.1.1.169
0	G6PADH	15841	1.1.1.49
0	G6PADHh	15841	1.1.1.49
0	G6PBDHh	15841	1.1.1.363
0	PGDHh	10116	1.1.1.351
0	PPMh		5.4.2
0	RPDPK	15609	2.7.6.1
0	ATNS	21732	4.1.3.27
0	CHRM	13897	5.4.99.5
0	DHQS_1	21968	4.2.3.4
0	DPHS	14717	2.5.1.54
0	DQDH	21096	4.2.1.10
0	PRAI	21540	5.3.1.24
0	PSCIT	21256	2.5.1.19
0	SKDH	17737	1.1.1.25
0	TYRTAh	15093	2.6.1.1
0	ATPSh		3.6.3.14
0	AGDI	18037	3.5.3.12
0	AGDIn	18037	3.5.3.12
0	CMPA	22284	3.5.1.53
0	ORDCh	22964	4.1.1.17
0	CPPPGO_1	18257	1.3.3.3
0	DVCHLDR	14449	1.3.1.75
0	G1SAT_1	14265	5.4.3.8
0	GGCHLDAR	26229	1.3.1.83
0	GLUTRS_1		6.1.1
0	HEMEASm		1.3
0	HEMELm	22648	4.4.1.17
0	HOXG_1		1.14.99.3
0	MPML_1	13961	6.6.1.1
0	PPBNGD	13185	2.5.1.61
0	PPBNGS_1	24064	4.2.1.24
0	TFENFEOR	13841	1.16.1.2
0	UPPDC1_1	19865	4.1.1.37
0	UPPDC2_1	31239	4.1.1.37
0	ACCAHh	16933	3.5.99.7
0	ACCAHm	16933	3.5.99.7
0	HPCOR		1.1.1.-
0	PCFPTh	28054	2.3.1
0	PCNO	26454	1.3.1.-
0	PPACOALm	20373	6.2.1.17
0	ADSSh	15753	6.3.4.4
0	APATT	16577	2.7.7.53
0	APNn	25277	3.1.4.17
0	ATAH	11016	3.5.3.4
0	ATAH_co2	13593	3.5.3.9
0	ATAMh	12973	2.7.4.3
0	ATNAH	30819	3.5.2.5
0	BTP	13893	3.6.1.29
0	BTPS	24252	3.6.1.41
0	GCPN	16957	3.1.4.17
0	GCPNn	16957	3.1.4.17
0	GMP5N	27714	3.1.3.5
0	GMPSm	18301	6.3.5.2
0	PRFGSh	17129	6.3.5.3
0	URO	21368	1.7.3.3
0	ASPCTm	20013	2.1.3.2
0	DATCY	16825	2.7.1.48
0	DATUP	16825	2.7.1.48
0	DCTCP	16825	2.7.1.48
0	DCTUP	16825	2.7.1.48
0	DGTUP	16825	2.7.1.48
0	DTTGY	16825	2.7.1.48
0	DUTCP	16825	2.7.1.48
0	DUTUP	16825	2.7.1.48
0	TDSRh		1.6.4.5
0	UTUP	16825	2.7.1.48
0	ACALDh	23288	1.2.1.10
0	ACCOAhi	11308	6.4.1.2
0	APhi	14965	3.6.1.7
0	IPPSh	21524	2.3.3.13
0	LDHm	16369	1.1.1.28
0	LLDHh	23444	1.1.1.27
0	PFLh	11844	2.3.1.54
0	PTArh	19521	2.3.1.8
0	PTArm	19521	2.3.1.8
0	PYRDC_1	45484	4.1.1.1
0	PYRShi	12765	1.2.7.1
0	HYDAh	17445	1.12.7.2
0	CAROMO	32887	1.13.11.63
0	CRETINOLOR1	42060	1.1.1.315
0	TRETINOLOR1	21284	1.1.1.1
0	AFAT	17237	2.7.7.2
0	AUS	25197	3.1.3.-
0	DLDLBT	26152	2.5.1.78
0	RIBFS	20772	2.5.1.9
0	ACHMSSELCYSL	20397	2.5.1.48
0	ACSERL	14829	2.5.1.47
0	ACSERLh	14829	2.5.1.47
0	PHOMSELCYSLh		2.5.1
0	SEAHCYSHYD_1		3.3.1.1
0	SELCYSTLh		4.4.1.8
0	SELTORc	23132	1.8.7.1
0	SELTORm	23132	1.8.7.1
0	SUCHMSSELCYSL	20397	2.5.1.48
0	SECYSTL	12292	6.1.1.11
0	SLCS	22728	2.9.1.1
0	AATHA		3.2.1.20
0	ABFPT	10948	2.7.1.1
0	ABFPTh	10948	2.7.1.1
0	BFFS		3.2.1.26
0	SAGH	33795	3.2.1.20
0	UFAGT	22172	2.4.1.14
0	SULOm	24600	1.8.3.1
0	SULR_ferr	23132	1.8.7.1
0	AKGDHe2r	15213	2.3.1.61
0	MDH_nadp_fi	10824	1.1.1.299
0	ICDHhr	19629	1.1.1.42
0	SUCLm	17661	6.2.1.5
0	SUCDH_q8_m	29187	
0	34HPPYRI	17097	5.3.2.1
0	ACAS_2ahbut	33691	2.2.1.6
0	KARI	25404	1.1.1.86
0	KARI_23dhmb	31139	1.1.1.86
0	KARI_3hmoa	31255	1.1.1.86
0	TAL	22108	4.3.1.19
0	VALTLh	10704	6.1.1.9
0	ALDH	31043	1.2.1.3
0	DHRT_ivcoa	18865	2.3.1.168
0	ECH_3hivcoa	31079	4.2.1.17
0	HIBH	31251	3.1.2.4
0	HMNO	31275	1.1.1.31
0	MHGS	10188	2.3.3.10
0	MMSDH	31047	1.2.1.27
0	MOD_3mhtpp	13457	1.2.4.4
0	BCTA_val_h	24813	2.6.1.42
0	PYDXDH_1	23724	1.2.3.8
0	PYDXOR	16129	1.1.1.65
0	PYDXS	31507	4.3.3.6
0	23CN2P1	27886	3.1.4.16
0	23CN2P4	27858	3.1.4.16
0	26DPAi	32179	1.3.1
0	2S6HCCi	25593	2.2.1.9
0	3NUCLE1	27898	3.1.3.6
0	3NUCLE3	27894	3.1.3.6
0	3NUCLE4	27862	3.1.3.6
0	AAMYL_1		3.2.1.1
0	ACACT5r_1	31183	2.3.1.16
0	ADADir	46040	2.7.1.145
0	AHSERL4	14829	2.5.1.47
0	ALDD11	19105	1.2.1.19
0	ALDD16	33739	1.2.1.3
0	ALDD18	44020	
0	ALDD20x_1	31059	1.2.1.3
0	ALDD32	30883	1.2.1.3
0	ALDD5	19105	1.2.1.19
0	ALDD6	16185	1.2.1.3
0	ALDD8	44100	1.2.1.3
0	APATi	13085	2.3.1.-
0	ARABRr	15937	1.1.1.2
0	ARBTpts	34943	
0	BG_CELLB		3.2.1.21
0	BG_MBDG		3.2.1.21
0	BLACT	20401	3.5.2.6
0	CA2abc1	18105#1	3.6.3
0	CYOO3		1.9.3.1
0	CYTOM	13681	2.1.1.37
0	DAAOP	20661	3.4.13.22
0	DGNSK	19201	2.7.1.113
0	DIPEPabc1	37263	
0	DIPEPabc11	37319	
0	DIPEPabc4	36455	
0	DIPEPabc6	37287	
0	DM1PE	18769	3.1.3.77
0	ECOAH2c	31175	4.2.1.17
0	EX_ectoine_e	32791	
0	EX_galctr__D_e	28478	
0	EX_lipt_e	29755	
0	FCLT_2	22584	4.99.1.1
0	FGLU_1	22492	3.5.3.8
0	FMETDF	17781	3.5.1.31
0	G1Dx	14293	1.1.1.118
0	GALS2	21112	3.2.1.22
0	GGTAe2	28807	3.4.19
0	GLCNt2ir	28831	
